DATE,Accommodation,Accommodation and Food Services,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Air Transportation,"Architectural, Engineering, and Related Services",Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities,Average Hourly Earnings of All Employees Goods Producing,Average Hourly Earnings of All Employees Leisure and Hospitality,Average Hourly Earnings of All Employees Manufacturing,Average Hourly Earnings of All Employees Other Services,Average Hourly Earnings of All Employees Professional and Business Services,Average Hourly Earnings of All Employees Total Private,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Earnings of All Employees Construction,Average Weekly Earnings of All Employees Education and Health Services,Average Weekly Earnings of All Employees Financial Activities,Average Weekly Earnings of All Employees Leisure and Hospitality,Average Weekly Earnings of All Employees Manufacturing,Average Weekly Earnings of All Employees Other Services,Average Weekly Earnings of All Employees Private Service Providing,Average Weekly Earnings of All Employees Professional and Business Services,Average Weekly Earnings of All Employees Total Private,"Average Weekly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of All Employees Construction,Average Weekly Hours of All Employees Education and Health Services,Average Weekly Hours of All Employees Financial Activities,Average Weekly Hours of All Employees Goods Producing,Average Weekly Hours of All Employees Leisure and Hospitality,Average Weekly Hours of All Employees Manufacturing,Average Weekly Hours of All Employees Other Services,Average Weekly Hours of All Employees Private Service Providing,Average Weekly Hours of All Employees Professional and Business Services,Average Weekly Hours of All Employees Total Private,"Average Weekly Hours of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of Production Employees Manufacturing,Business Support Services,Construction,Couriers and Messengers,Education and Health Services,Educational Services,Federal Government,Financial Activities,Food Services and Drinking Places,Goods Producing ,Government,Health Care and Social Assistance,Information ,Investigation and Security Services,Legal Services ,Leisure and Hospitality,Local Government ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services",Manufacturing,Mining and Logging,"Mining, Logging, and Construction ",New Private Housing Units Authorized by Building Permits,Other Services,Personal and Laundry Services,Private Service Providing,Professional and Business Services,"Professional, Scientific and Tech Services",Real Estate Leasing and rental Services,Real Estate,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Retail Trade,Service-Providing,Services to Buildings and Dwellings,Social Assistance,State Government,Support Activities for Transportation,Total Nonfarm,Total Private,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Unemployment Rate,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Water Transportation,Wholesale Trade
01-09-2009,144.4,720.8,50.4,478.2,458.9,30.4,72.5,44.4,22.42,23.39,27.26,22.56,13.91,24.4,20.51,23.57,21.62,19.31,872.14,823.33,1016.8,395.04,922.32,703.49,738.91,876.8,758.86,672.7,38.9,35.2,37.3,40.2,28.4,37.8,34.3,34.4,37.2,35.1,34.7,37.5,70.8,381.6,27.5,1051.1,128.2,131.8,479.3,576.4,701.9,1123.9,922.9,139.8,70.1,89.1,897.8,774.8,78.3,69.2,314.9,5.4,387,3040,296.5,78.9,5299.7,978.3,421.8,152,114,151.8,915,6423.6,135.2,109.1,217.3,43.1,7125.5,6001.6,203.2,26.8,41,11.1,23.2,25.9,19.3,11.8,315.5
01-10-2009,144,718.4,50.4,484,465.1,30,71.8,44.4,22.21,23.28,27.3,22.72,14.14,24.99,20.78,23.61,21.66,19.16,910.61,817.13,1012.83,398.75,934.63,714.83,733.15,868.85,755.93,665,41,35.1,37.1,41,28.2,37.4,34.4,34.1,36.8,34.9,34.6,37,71.8,374.7,27.4,1064.8,134.9,133.9,479.6,574.4,693.2,1128.6,929.9,139.3,71.6,90.1,897.4,775,78.4,70.4,313.1,5.4,380.1,2881,297.8,78.8,5329,987.5,425.1,152.5,115,152.8,919.9,6457.6,133.4,109.2,219.7,43.3,7150.8,6022.2,203.3,27.1,40.9,11.1,23.2,25.7,18.9,12,316.2
01-11-2009,146,726.3,54.8,487.8,468.9,30.1,71.3,44.2,21.48,23.23,27.57,22.61,14.38,25.58,20.92,23.54,21.8,19.55,880.68,820.02,1042.15,411.27,977.16,730.11,749.78,875.69,771.72,680.1,41,35.3,37.8,41.7,28.6,38.2,34.9,34.6,37.2,35.4,35,37.6,73.1,368.9,28.3,1071.3,137.2,133.1,480,580.3,687.4,1131.8,934.1,139.2,72.6,90.2,908.1,777.3,78.8,70.4,313.1,5.4,374.3,3002,298.1,79.3,5385.4,996.2,429.6,152.4,114.9,152.8,947.7,6517.2,131.6,110.3,221.4,43.7,7204.6,6072.8,204.9,27.1,40.8,10.9,23,25.7,18.9,12.2,316.9
01-12-2009,147.4,729.5,56.2,488,469.2,30.3,71.2,43.8,21.98,23.23,26.62,23.47,14.18,25.23,20.98,23.64,21.65,19.23,898.98,820.02,1014.22,419.73,983.97,728.01,739.4,865.22,766.41,667.6,40.9,35.3,38.1,41.8,29.6,39,34.7,34.6,36.6,35.4,35.1,38.2,73.2,365.4,32.7,1073.7,136.8,132.1,481.2,582.1,683.2,1125.3,936.9,139.3,72.6,90.9,912.8,776.4,78.9,70.6,312.4,5.4,370.8,3495,298.6,79.9,5415.5,999.1,432.2,153.4,115.8,153,959.2,6540.8,130.4,110.1,216.8,44.4,7224,6098.7,210.5,26.9,40.9,11.1,22.8,25.7,18.8,12.2,318.3
01-01-2010,146.5,725.7,61.6,472.5,454.2,30.5,68.9,43.3,21.59,23.28,26.23,22.33,14.19,24.69,20.43,23.11,21.39,19.3,863.6,828.77,988.87,422.86,990.07,717.09,737.38,831.96,757.21,680.7,40,35.6,37.7,41.4,29.8,40.1,35.1,34.7,36,35.4,35.3,37.9,71.4,347.5,27.6,1059.3,134,135.5,473.1,579.2,660.6,1121.9,925.3,137.7,72.6,88.8,904.2,767.8,78,67.9,307.8,5.3,352.8,3818,296,79.4,5312.6,977.9,427.4,149.6,112.8,152,926.6,6434.5,125.1,109.6,218.6,44.2,7095.1,5973.2,203.3,26.8,39.7,11.5,22.7,25.4,18.3,12,311.8
01-02-2010,149.4,741.7,63.9,480.1,461.8,30.6,68.8,43.5,21.77,23.48,26.98,22.28,14.42,24.24,20.45,22.95,21.56,19.3,857.74,828.84,1027.94,438.37,940.51,715.75,751.1,842.27,767.54,679.1,39.4,35.3,38.1,40.3,30.4,38.8,35,35,36.7,35.6,35.7,37.9,70.4,349.2,27.5,1066.7,137.1,134.8,474.3,592.3,662.1,1128,929.6,137.4,73,89.7,926.1,771.8,77.9,68.7,307.6,5.3,354.5,3324,298,80.7,5355.4,990,432,150,113.3,152.3,923.2,6483.4,125.5,110.8,221.4,44,7145.5,6017.5,204.1,26.7,40,11.2,22.8,25.5,18.3,12.3,312.8
01-03-2010,152,760.6,64.3,485.5,467.1,30.6,68.8,44.3,21.81,23.46,26.25,22.76,14.51,24.98,20.28,23.22,21.48,19.2,852.77,828.14,1005.38,442.56,971.72,707.77,743.37,838.24,762.54,676.9,39.1,35.3,38.3,40.1,30.5,38.9,34.9,34.9,36.1,35.5,35.6,38.1,70.2,351.5,27.6,1071.5,137.6,135.8,476,608.6,664.5,1128.4,933.9,138.2,73.4,90.1,948.7,771.4,78.1,69.6,307.8,5.2,356.7,4358,299.7,81.1,5399.8,998,434.4,151.1,114.1,152.8,926.8,6528.2,126.8,111.5,221.2,44,7192.7,6064.3,204.6,26.9,40.2,11,22.9,25.6,18.4,12.2,313.4
01-04-2010,154.5,766.5,61.8,488.5,470.4,30.6,68.6,44.8,21.62,23.68,26.42,22.12,14.22,24.65,20.18,23.83,21.5,19.05,871.29,833.54,998.68,422.33,958.89,702.26,753.63,867.41,769.7,702,40.3,35.2,37.8,40.6,29.7,38.9,34.8,35.2,36.4,35.8,36.9,38.4,68.9,355.1,27.3,1072.8,137.5,143.8,475.6,612,668.6,1134.1,935.3,137.2,73.7,90.4,955,769.4,78.6,70.1,308.2,5.3,360.4,3743,300.5,81.3,5410.4,1000.5,433.4,151.3,114.1,152.7,928.4,6544.5,131.2,112.2,220.9,44.6,7213.1,6079,204.2,26.9,40.9,10.6,22.8,25.3,18.1,12.3,313.4
01-05-2010,154.1,760.9,53.4,494.3,476.1,30.4,68.5,44.9,21.53,23.35,26.24,22.15,14.13,24.56,20.05,23.9,21.28,18.49,876.27,826.59,1020.74,419.66,960.3,707.77,748.71,872.35,766.08,681.5,40.7,35.4,38.9,40.9,29.7,39.1,35.3,35.4,36.5,36,36.8,38.8,68.6,353.8,27.3,1074.2,135.8,176.1,476.9,606.8,669.1,1161.7,938.4,137,73.1,90.9,946.8,770,78.8,70.6,310,5.3,359.1,2964,299.6,81,5405.6,1000.5,427.4,151.3,114.5,151.9,929.1,6567.3,133.6,113,215.6,44.4,7236.4,6074.7,203.8,26.9,41.3,10.5,22.7,25.4,18.2,12.3,315
01-06-2010,154.3,752.5,53,496.5,477.9,30.4,68.7,44.8,21.51,23.45,26.07,22.05,14.09,24.15,19.82,24.1,21.2,18.12,875.46,820.75,993.27,424.11,944.27,673.88,735.69,865.19,754.72,661.2,40.7,35,38.1,40.8,30.1,39.1,34,34.9,35.9,35.6,36.1,38.8,68,356.1,27.3,1066.5,131.2,156.3,478.7,598.2,672.4,1048,935.3,137.1,71.8,92,939.1,682.2,79.1,71.4,310.9,5.4,361.5,3289,299.2,80.9,5394.7,1005.2,429.6,151.2,114.7,151.8,929.2,6442.7,134.9,110.9,209.5,44.7,7115.1,6067.1,203.4,26.8,41.6,11,22.5,25.3,18.6,12.2,313.8
01-07-2010,153,737.4,50,494.9,476.1,29.9,68.8,44.5,21.42,23.27,26.1,22.13,14.01,24.24,19.6,24.4,21.31,18.32,856.8,816.78,989.19,413.3,928.39,678.16,737.41,875.96,754.37,662.4,40,35.1,37.9,39.8,29.5,38.3,34.6,34.8,35.9,35.4,35.9,38.7,67.9,357.8,26.9,1057.2,122.6,148.9,478.5,584.4,673.1,1033.3,934.6,136.8,73,91.8,923,676,79.3,71.6,309.9,5.4,363.2,2894,296.3,80.1,5351.4,1001.7,427.5,150.3,114.3,150.4,921.6,6384.7,135.7,109.1,208.4,45.1,7057.8,6024.5,202.4,26.5,41.4,11.4,22.5,25.5,18.8,12.3,311.4
01-08-2010,151.8,736.1,51.1,499.1,480.2,29.9,68.3,44.4,21.18,23.42,25.97,21.89,13.93,23.85,19.33,24,21.27,18.4,842.96,824.38,1007.64,409.54,920.61,688.15,743.42,876,757.21,675.6,39.8,35.2,38.8,39.8,29.4,38.6,35.6,35.1,36.5,35.6,36,39.2,67.9,355.7,26.9,1061.3,126.6,139.7,478.7,584.3,670.7,1112.1,934.7,136.9,72.9,91.7,920.1,762.2,79.6,71.8,309.5,5.5,361.2,3196,295,80.3,5360.7,1007.4,428.7,150,114.5,149.2,924.7,6472.8,136,109.4,210.2,45.4,7143.5,6031.4,202.4,26.4,41.7,11.5,22.5,25.3,18.9,12.3,311.7
01-09-2010,149.8,733.5,52.5,499,480.4,29.9,67.8,44.5,21.12,23.52,25.36,22.04,13.86,24.11,19.27,24.57,21.51,18.98,823.68,818.5,966.22,392.24,916.18,664.82,737.19,874.69,750.7,669.7,39,34.8,38.1,39,28.3,38,34.5,34.4,35.6,34.9,35.2,39,68.3,351.6,27,1066.9,133.8,134,475.9,583.7,666.2,1115.3,933.1,136,72.8,91.5,914.9,761.9,79.2,71.9,309,5.6,357.2,2772,293.9,80,5351.7,1007.7,429.5,148.3,113.4,148.4,921,6467,135.6,109.8,219.4,45.4,7133.2,6017.9,201.8,26.2,41.6,11.1,22.5,25.2,18.6,12.1,311.1
01-10-2010,151.4,737.8,51.5,507.6,489.1,30.2,68.2,44.9,21.41,23.51,25.76,22.07,13.86,23.83,18.89,24.79,21.68,18.92,847.84,825.2,973.73,383.92,917.46,663.04,750.56,894.92,763.14,677.3,39.6,35.1,37.8,39.7,27.7,38.5,35.1,34.7,36.1,35.2,35.7,39.9,70.5,347.3,27.2,1081,139.3,134.1,480.4,586.4,661.3,1122.3,941.7,136.6,73.5,92.4,922.2,766.7,79.9,74.6,308.4,5.6,352.9,2630,296.5,80.8,5413.2,1022.5,435,149.8,114.5,149.1,934.5,6535.5,135,110.8,221.5,46.3,7196.8,6074.5,204,26.4,41.9,10.9,22.3,25.1,18.5,12.2,313.2
01-11-2010,152.7,749.1,53.7,507.8,489.6,30.6,68,44.8,21.66,23.34,25.6,22.07,13.76,23.39,19.07,24.62,21.55,18.73,862.07,816.9,965.12,382.53,926.24,663.64,745.36,893.71,758.56,666.3,39.8,35,37.7,39.8,27.8,39.6,34.8,34.7,36.3,35.2,35.7,40,71.5,343.3,28.7,1086.6,140.5,134.2,482.4,596.4,658.4,1125.4,946.1,137.1,74.4,92.7,935.4,768.1,80.4,75.1,309.4,5.7,349,2710,297.1,81.8,5474.3,1027.3,439.1,150.2,114.8,148.9,964.9,6599.7,132.9,112,223.1,47.1,7258.1,6132.7,206.9,26.7,42.1,11.1,22.3,25.2,18.2,12.3,314.3
01-12-2010,154,754.2,58,507.7,489.4,31.1,68.1,44.8,21.75,23.53,26.03,22.29,13.71,23.55,19.13,24.99,21.59,18.8,861.3,821.2,973.52,382.51,932.58,667.64,746.05,909.64,759.97,668.4,39.6,34.9,37.4,39.5,27.9,39.6,34.9,34.7,36.4,35.2,36,40.2,72,340.4,33.4,1086.2,139.3,134.2,485.5,600.2,657,1117,946.9,136.7,74.7,93.5,942.6,765.8,80.6,75.9,310.9,5.7,346.1,3038,297,82.4,5512.9,1033.9,445.6,151.5,116,148.3,979.1,6629.9,131.5,112,217,47.7,7286.9,6169.9,212.9,26.8,42.5,10.7,22.4,25.3,18.3,12.3,316.6
01-01-2011,153.5,747.7,60.5,496.3,478.1,31,66.7,44.5,22.16,23.56,25.82,22.48,13.75,23.13,19.35,25.26,21.66,18.74,875.32,831.67,968.25,393.25,899.76,684.99,752.1,927.04,766.76,659.8,39.5,35.3,37.5,39.4,28.6,38.9,35.4,34.9,36.7,35.4,35.3,39.4,72.3,328.5,27.1,1077.4,135.2,133.9,478.9,594.2,643,1114.6,942.2,136.2,72.6,90.5,931.5,760.8,80.5,73.2,308.8,5.7,334.2,3039,292.6,81.8,5415.9,1014.9,438.1,147.7,112.7,145.3,943.8,6530.5,129,111,219.9,46.8,7173.5,6058.9,208.5,26.5,42.3,10.8,22.3,25.1,18.2,12.4,309.8
01-02-2011,155.7,760.1,63.6,503.2,484.9,31.2,67.2,44.8,22.19,23.14,25.59,22.67,13.89,23.45,19.13,24.75,21.62,18.86,867.63,809.9,949.39,400.03,914.55,667.64,745.36,910.8,761.02,664.3,39.1,35,37.1,39.2,28.8,39,34.9,34.7,36.8,35.2,35.7,39.8,71.6,330.3,27,1085.1,137.9,133.7,480.7,604.4,645.6,1124.3,947.2,136.3,73.3,91,946.5,768.4,80.7,74.3,309.6,5.7,336,2903,294.5,82.8,5454.1,1028.6,444.7,148.8,113.3,145.6,939.5,6578.4,129.7,112.2,222.2,47.3,7224,6099.7,209.3,26.7,42.6,10.4,22.4,25,18.3,12.4,311.2
01-03-2011,158.9,781.6,64.1,509.1,490.9,31.7,67.5,45.4,22.2,23.2,25.74,22.53,13.88,23.15,19.07,24.61,21.43,18.41,876.9,807.36,949.81,402.52,902.85,661.73,736.29,900.73,752.19,648.4,39.5,34.8,36.9,39.5,29,39,34.7,34.6,36.6,35.1,35.5,40.4,71.1,332.6,27.1,1087.5,138.2,133.7,483.3,622.7,648.4,1122.7,949.3,136.2,73.6,91.2,973,767.2,80.8,74.9,310.1,5.7,338.3,4229,296.6,83.6,5499.8,1035.9,446,150.3,114.4,146.1,942.2,6622.5,131.9,112.7,221.8,47.4,7270.9,6148.2,210.7,26.8,42.8,10.1,22.4,25.1,18.2,12.4,312
01-04-2011,160.2,786.1,62.5,516.6,498.6,32.1,67.1,45.9,22.21,23.25,25.66,22.54,13.78,23.13,18.69,24.73,21.46,18.46,897.28,809.1,949.42,392.73,909.01,648.54,737.33,912.54,755.39,650.2,40.4,34.8,37,40.1,28.5,39.3,34.7,34.6,36.9,35.2,35.4,39.7,71.2,334.3,26.9,1096.2,139.6,134.4,484.3,625.9,651.4,1122.8,956.6,135.8,71.9,91.7,979.6,767.6,81.6,75.6,311.4,5.7,340,3214,298.5,84.3,5533.7,1043.8,445.6,152.2,116,146.3,947.8,6656.5,136.8,113.3,220.8,48,7307.9,6185.1,212.3,26.8,42.8,9.7,22.4,25.2,18,12.4,313
01-05-2011,159.6,781.4,53.2,519.7,501.5,32.6,67.1,46.2,21.92,23.26,26.16,22.54,13.68,23.45,18.99,24.88,21.5,18.3,883.38,802.47,981,380.3,921.59,668.45,734.78,923.05,752.5,641,40.3,34.5,37.5,40,27.8,39.3,35.2,34.4,37.1,35,35,40.3,71.2,334.8,27,1094.8,137.7,134.2,484.4,621.8,652.9,1110.6,957.1,135.9,71,91.9,970.5,761.8,81.6,74.9,312.4,5.7,340.5,3334,297.9,83.8,5514.1,1036.6,435.3,152.2,116.3,145.7,947,6624.7,138,112.9,214.6,47.1,7277.6,6167,212,26.5,42.7,9.9,22.5,25.4,18.2,12.3,312.5
01-06-2011,159.1,773.4,52.5,519.4,501.1,32.9,67.4,45.7,21.74,23.39,25.81,22.39,13.29,23.34,19.06,24.78,21.36,18.06,884.82,797.6,952.39,364.15,914.93,646.13,721.14,909.43,741.19,631.3,40.7,34.1,36.9,40.2,27.4,39.2,33.9,34,36.7,34.7,34.6,39.8,70.7,336.1,27,1083.9,131,134,484.9,614.3,655.3,1018.4,952.9,135.8,71.6,92.4,963.1,675.6,81.5,74.3,313.5,5.7,341.8,3872,296.4,83,5490.2,1034.7,433.8,152.9,116.9,145.6,945.1,6508.6,139.1,110.1,208.8,47.2,7163.9,6145.5,212.1,26.7,42.9,10.5,22.4,25.5,18.3,12.1,311.8
01-07-2011,158.4,759.9,52.1,513.6,495.4,33,67.3,45.1,21.46,23.57,25.22,22.33,13.29,23.56,18.85,25.08,21.34,17.78,862.69,806.09,950.79,368.13,916.48,644.67,722.92,910.4,740.5,620.8,40.2,34.2,37.7,39.8,27.7,38.9,34.2,34.1,36.3,34.7,34.6,40.2,71.5,337.4,26.9,1075.1,123,134.8,487,601.5,656,1011.9,952.1,135.7,71.2,92.7,948.9,671.3,81.2,74.8,313,5.6,343,4149,294.8,82.6,5458.7,1027.7,432.9,154.2,118.1,145.1,944,6470.6,140,108.3,205.8,47.3,7126.6,6114.7,212.4,26.3,43,10.7,22.4,25.8,18.2,12.5,310.7
01-08-2011,156.8,758.9,52,517,498.8,33,67.2,45.3,21.62,23.45,25.06,22.54,13.12,23.79,18.8,25.01,21.26,17.65,864.8,799.65,914.69,362.11,923.05,648.6,714.61,912.87,733.47,614.1,40,34.1,36.5,39.6,27.6,38.8,34.5,33.9,36.5,34.5,34.1,40.1,72.2,338.1,26.9,1082.4,128.4,133.6,488.2,602.1,657.5,1083.6,954,135.4,71,92.6,947.1,744.3,81.4,74.8,313.8,5.6,343.7,4173,294.2,82.7,5471.4,1030.2,431.8,154.5,118.4,144.3,948.3,6555,141,108.9,205.7,47.3,7212.5,6128.9,212.4,26.1,43.1,10.3,22.4,25.9,18.2,12.4,310.8
01-09-2011,156.1,758.2,51.5,522.7,504.5,33,67.1,45.6,21.31,23.74,24.9,22.42,13.46,23.83,18.48,25.16,21.46,18.06,860.92,809.53,926.28,356.69,946.05,630.17,718.48,913.31,738.22,613,40.4,34.1,37.2,40.2,26.5,39.7,34.1,33.7,36.3,34.4,33.9,40.8,73.6,340.5,27,1094.2,137.6,133.8,489.3,602.1,659.6,1091.9,956.6,135.2,70,92.2,945.4,743.7,81.3,74.6,313.5,5.6,346.1,3541,294.4,83,5487.3,1033.7,429.7,154.4,118.2,143.7,948.6,6579.2,141,110.5,214.4,47.6,7238.8,6146.9,213,26.1,43.4,9.9,22.3,26.1,18.2,12.3,311.2
01-10-2011,155.9,760.2,52.6,523.7,505.8,33.3,67.2,45.6,21.27,23.77,25.46,22.54,13.44,24.16,18.4,25.45,21.59,18.1,865.69,820.07,964.93,369.6,947.07,632.96,731.79,941.65,749.17,613.3,40.7,34.5,37.9,40.1,27.5,39.2,34.4,34.1,37,34.7,33.8,40.5,75.8,337.5,26.9,1100.2,143,134.1,490.4,604.3,656.9,1107.2,957.2,135,70.3,93,949,755.6,81.4,76.6,313.8,5.6,343.1,3418,295.4,83.8,5516.8,1039.9,434.8,155.2,119.2,143.8,958.5,6624,138.4,110.1,217.5,47.7,7280.9,6173.7,213.5,26.4,43.2,9.5,22.6,26.4,17.9,12.4,312.3
01-11-2011,157.8,773.3,54.8,529.8,511.8,33.6,67.2,45.8,21.09,23.79,25.4,22.31,13.41,23.87,18.7,25.16,21.42,18.03,856.25,808.86,939.8,371.46,942.87,630.19,719.94,920.86,738.99,607.2,40.6,34,37,40.2,27.7,39.5,33.7,33.8,36.6,34.5,33.7,40.2,76.8,338.1,28.3,1107.1,144.8,133.6,491.4,615.5,658.1,1107.4,962.3,135.6,,93.2,964.1,757.6,82.1,76.6,314.4,5.6,343.7,3844,296.5,84.7,5591.2,1049.8,437.9,156.1,119.7,143.8,993.9,6698.6,137.3,111.7,216.2,48.7,7356.7,6249.3,216.3,26.9,43.4,9.1,22.8,26.5,18,12.3,313.7
01-12-2011,158.6,777.8,57.7,531.8,513.8,33.9,68,46.1,21.1,23.79,25.1,22.37,13.38,23.9,18.49,25.46,21.41,18.18,852.44,811.24,928.7,363.94,960.78,617.57,721.39,934.38,740.79,612,40.4,34.1,37,40.4,27.2,40.2,33.4,33.9,36.7,34.6,34.1,40.6,77.1,337.6,32.7,1108.5,142.7,134.1,495,619.2,658.4,1101.8,965.8,135.4,,93.9,970.5,755.8,82.5,77.2,315.2,5.6,343.2,3961,297.1,84.9,5629.4,1056.9,442.6,158,121.1,144,1004.6,6731.2,135.5,111.3,211.9,49.5,7389.6,6287.8,221.9,27.1,43.6,9,22.8,26.6,18,12.4,316.7
01-01-2012,157.7,778.5,61.8,510.9,493.3,33.7,67.3,46,20.97,24.21,25.46,22.5,13.61,24.25,18.83,25.9,21.67,18.18,838.8,827.98,959.84,378.36,974.85,615.74,728.73,945.35,747.62,607.5,40,34.2,37.7,40.2,27.8,40.2,32.7,33.8,36.5,34.5,33.5,40.3,74.4,328.8,27.6,1093.8,138.3,132.9,488.8,620.8,649.1,1094.7,955.5,134.1,,91.8,967.9,749.6,82.7,73.9,314.7,5.6,334.4,4676,297.5,84.1,5539.7,1034.6,441,155.4,118.7,145.3,972.4,6634.4,133.8,109.9,212.2,48.7,7283.5,6188.8,215.2,26.8,43.1,9,22.6,26.6,17.6,12.3,312.8
01-02-2012,161.8,796,64,520.3,502.7,33.8,67.6,46.3,21.31,23.98,25.16,22.48,13.81,23.83,18.69,25.64,21.46,17.91,841.75,822.51,930.92,389.44,950.82,613.03,720.62,923.04,738.22,595.7,39.5,34.3,37,39.8,28.2,39.9,32.8,33.8,36,34.4,33.7,40.6,74.7,330.9,27.2,1101.9,142.2,132.5,491.7,634.2,651.9,1106.5,959.7,134,,92.4,988.7,758.9,82.6,74.4,315.4,5.6,336.5,3625,299.4,85.2,5586.5,1050.4,447.5,156.4,119.3,145.6,966.6,6693,134.9,110.9,215.1,49.5,7344.9,6238.4,216.4,27.2,43.3,8.7,22.6,26.9,17.6,12.5,314.8
01-03-2012,165.1,817.2,64,529.1,511.5,33.9,67.8,47.3,21.65,24.08,25.66,22.78,13.87,24.07,18.83,25.07,21.4,18.02,859.51,818.72,944.29,398.07,970.02,619.51,716.9,910.04,738.3,599.9,39.7,34,36.8,40.1,28.7,40.3,32.9,33.8,36.3,34.5,33.5,40.7,74.5,335.1,27.2,1106.3,142.5,132.6,494.4,652.1,657.8,1105.7,963.8,133.9,,93.1,1016.9,758.9,83.1,74.4,317.1,5.6,340.7,5424,301.6,86.1,5641.4,1061.5,449.3,158.6,120.6,145.8,970.7,6747.1,137.9,111.7,214.2,49.7,7404.9,6299.2,217.1,27.3,43.5,8.5,22.6,27,17.6,12.3,316.4
01-04-2012,164.5,819.3,64.3,537.8,519.9,33.6,68.3,48.1,21.71,24.3,25.94,22.75,13.89,24,18.73,25.59,21.81,18.76,877.08,831.06,967.56,390.31,967.2,621.84,730.62,939.15,750.26,613.3,40.4,34.2,37.3,40.5,28.1,40.3,33.2,33.7,36.7,34.4,32.9,40.7,73.7,334.9,27.2,1112,143.6,133.1,496.5,654.8,657.1,1100.1,968.4,133.8,,93.8,1019,752.5,83.7,76.2,316.6,5.6,340.5,4544,303.6,86.9,5666.9,1074.8,453.3,159.9,121.9,145.9,970.4,6767,142.6,112.9,214.5,49.3,7424.1,6324,216.7,27.3,43.9,8.1,22.5,27.1,17.9,12.5,317.6
01-05-2012,164.5,814.7,56.2,541,523,33.5,68.6,48,21.68,23.99,25.32,22.61,13.7,23.74,18.64,24.95,21.44,18.31,873.7,815.66,921.65,375.38,954.35,611.39,710.42,903.19,731.1,602.4,40.3,34,36.4,40.4,27.4,40.2,32.8,33.4,36.2,34.1,32.9,41.3,73.8,338.4,27.3,1113,141.2,132.2,497.9,650.2,661.9,1089.5,971.8,133.6,,94.2,1010.8,751.9,84.3,76.6,317.8,5.7,344.1,5276,303.1,86.8,5663.2,1073.2,447.9,160.2,122.3,145.5,973.5,6752.7,144.3,113.2,205.4,48.8,7414.6,6325.1,216.9,27.1,44.2,8.4,22.6,27.3,18,12.5,318.6
01-06-2012,164.6,808.8,54.7,539.3,521.1,33.7,69,47.7,21.69,24.12,25.6,22.74,13.49,23.96,18.54,25.16,21.55,18.33,865.43,829.73,942.08,365.58,965.59,604.4,714.09,908.28,734.86,604.8,39.9,34.4,36.8,40.3,27.1,40.3,32.6,33.4,36.1,34.1,32.7,41.2,74.2,343.1,27.3,1104.3,134.4,132.3,500.1,644.2,667.1,1005.2,969.9,133.4,,95.4,1006.2,670.2,85.2,76.9,318.3,5.7,348.8,5267,303.4,86.6,5648.5,1072.9,448.4,161.1,123.3,146.2,970.4,6653.7,145.7,110.7,202.7,48.7,7320.8,6315.6,217.4,27.1,45,8.9,22.6,27.4,18.2,12.4,317.8
01-07-2012,162.6,796.7,53.7,533.9,515.9,33.3,68.9,46.9,21.76,24.16,25.45,22.78,13.37,23.95,18.51,25.27,21.57,18.35,863.87,838.35,956.92,373.02,962.79,623.79,723.32,927.41,744.17,607.2,39.7,34.7,37.6,40.1,27.9,40.2,33.7,33.8,36.7,34.5,32.8,41.3,75.3,342.6,27.1,1091.8,125.8,132.9,500.2,634.1,665.3,999.2,966,133.4,,95.1,990.7,666.4,85.6,76.9,317.1,5.6,348.2,5154,300.1,85.3,5601.7,1065.4,445.9,160.6,123.2,145.3,964.4,6600.9,144.1,108.1,199.9,48.8,7266.2,6267,216.3,26.5,44.7,9.1,22.7,27.5,18,12.5,316.7
01-08-2012,161.2,796.6,53.2,538.2,520.2,33.2,68.8,47,21.91,24.01,25.26,22.95,13.49,24.13,18.4,24.61,21.41,18.18,878.59,828.35,929.57,365.58,962.79,618.24,709.87,898.27,732.22,605.3,40.1,34.5,36.8,40.2,27.1,39.9,33.6,33.5,36.5,34.2,32.7,41.3,77.3,347,27.3,1103.6,133.1,132.3,501.2,635.4,670.5,1075,970.5,133,,95.2,987,741.3,86.2,77.9,317.9,5.6,352.6,6135,299.8,85.3,5619.3,1071.8,447.4,160.6,123.5,144.9,966.7,6694.3,145.4,109.6,201.4,48.5,7364.8,6289.8,216.4,26.4,44.8,8.8,22.6,27.7,18,12.2,317.2
